mean_pred_LightGBM,frac_pos_LightGBM,brier_LightGBM,ece_LightGBM,n_samples_LightGBM,mean_pred_TCN_refined,frac_pos_TCN_refined,brier_TCN_refined,ece_TCN_refined,n_samples_TCN_refined
0.5087360663800171,1.0,0.09733198740620179,0.1159943468800328,0.0,0.7703890919999999,0.6,0.1010062926265254,0.14881746666666662,0.0
0.6797953544593311,0.0,0.09733198740620179,0.1159943468800328,0.0,0.861968346,1.0,0.1010062926265254,0.14881746666666662,0.0
0.7708524440282628,0.6666666666666666,0.09733198740620179,0.1159943468800328,0.0,,,,,0.0
0.974370141696361,1.0,0.09733198740620179,0.1159943468800328,0.0,,,,,0.0
