fpr,tpr
0.0,0.0
0.0,0.07692307692307693
0.0,0.23076923076923078
0.0,0.7692307692307693
0.5,0.7692307692307693
0.5,0.9230769230769231
1.0,0.9230769230769231
1.0,1.0
