y_true,y_pred
0.0,0.08553479
0.05357143,0.23146212
0.2488889,0.29628757
0.12162162,0.30115792
0.27586207,0.28651014
0.023255814,0.08977431
0.13709678,0.29555625
0.031914894,0.1913046
0.16393442,0.20050243
0.09259259,0.24304907
0.11111111,0.1116579
0.203125,0.31930175
0.0,0.083481476
0.17396061,0.34213808
0.16120219,0.37885267
