pred_prob_LightGBM,mean_LightGBM,std_LightGBM,min_LightGBM,max_LightGBM,skew_LightGBM,kurt_LightGBM,pred_prob_TCN_refined,mean_TCN_refined,std_TCN_refined,min_TCN_refined,max_TCN_refined,skew_TCN_refined,kurt_TCN_refined
0.6797953544593311,0.8829860113258496,0.1435771606994012,0.5087360663800171,0.9956503137779464,-1.2668824486496921,0.5767286288587745,0.7658125,0.8314419279999998,0.04577891425283308,0.7575271,0.8814341,-0.4920560582196724,-1.3832003426632191
0.9365791030308124,0.8829860113258496,0.1435771606994012,0.5087360663800171,0.9956503137779464,-1.2668824486496921,0.5767286288587745,0.8458003,0.8314419279999998,0.04577891425283308,0.7575271,0.8814341,-0.4920560582196724,-1.3832003426632191
0.9956503137779464,0.8829860113258496,0.1435771606994012,0.5087360663800171,0.9956503137779464,-1.2668824486496921,0.5767286288587745,0.85967183,0.8314419279999998,0.04577891425283308,0.7575271,0.8814341,-0.4920560582196724,-1.3832003426632191
0.969112538200882,0.8829860113258496,0.1435771606994012,0.5087360663800171,0.9956503137779464,-1.2668824486496921,0.5767286288587745,0.8813779,0.8314419279999998,0.04577891425283308,0.7575271,0.8814341,-0.4920560582196724,-1.3832003426632191
0.9233099601674256,0.8829860113258496,0.1435771606994012,0.5087360663800171,0.9956503137779464,-1.2668824486496921,0.5767286288587745,0.874638,0.8314419279999998,0.04577891425283308,0.7575271,0.8814341,-0.4920560582196724,-1.3832003426632191
0.5087360663800171,0.8829860113258496,0.1435771606994012,0.5087360663800171,0.9956503137779464,-1.2668824486496921,0.5767286288587745,0.7575271,0.8314419279999998,0.04577891425283308,0.7575271,0.8814341,-0.4920560582196724,-1.3832003426632191
0.9845086552361532,0.8829860113258496,0.1435771606994012,0.5087360663800171,0.9956503137779464,-1.2668824486496921,0.5767286288587745,0.8448631,0.8314419279999998,0.04577891425283308,0.7575271,0.8814341,-0.4920560582196724,-1.3832003426632191
0.9736344276182388,0.8829860113258496,0.1435771606994012,0.5087360663800171,0.9956503137779464,-1.2668824486496921,0.5767286288587745,0.78675616,0.8314419279999998,0.04577891425283308,0.7575271,0.8814341,-0.4920560582196724,-1.3832003426632191
0.7670649842287491,0.8829860113258496,0.1435771606994012,0.5087360663800171,0.9956503137779464,-1.2668824486496921,0.5767286288587745,0.8310849,0.8314419279999998,0.04577891425283308,0.7575271,0.8814341,-0.4920560582196724,-1.3832003426632191
0.992522566815304,0.8829860113258496,0.1435771606994012,0.5087360663800171,0.9956503137779464,-1.2668824486496921,0.5767286288587745,0.8529703,0.8314419279999998,0.04577891425283308,0.7575271,0.8814341,-0.4920560582196724,-1.3832003426632191
0.7525978564183761,0.8829860113258496,0.1435771606994012,0.5087360663800171,0.9956503137779464,-1.2668824486496921,0.5767286288587745,0.7789215,0.8314419279999998,0.04577891425283308,0.7575271,0.8814341,-0.4920560582196724,-1.3832003426632191
0.9947663079463478,0.8829860113258496,0.1435771606994012,0.5087360663800171,0.9956503137779464,-1.2668824486496921,0.5767286288587745,0.86681163,0.8314419279999998,0.04577891425283308,0.7575271,0.8814341,-0.4920560582196724,-1.3832003426632191
0.7928944914376634,0.8829860113258496,0.1435771606994012,0.5087360663800171,0.9956503137779464,-1.2668824486496921,0.5767286288587745,0.7629282,0.8314419279999998,0.04577891425283308,0.7575271,0.8814341,-0.4920560582196724,-1.3832003426632191
0.9947663079463478,0.8829860113258496,0.1435771606994012,0.5087360663800171,0.9956503137779464,-1.2668824486496921,0.5767286288587745,0.8810314,0.8314419279999998,0.04577891425283308,0.7575271,0.8814341,-0.4920560582196724,-1.3832003426632191
0.9788512362241514,0.8829860113258496,0.1435771606994012,0.5087360663800171,0.9956503137779464,-1.2668824486496921,0.5767286288587745,0.8814341,0.8314419279999998,0.04577891425283308,0.7575271,0.8814341,-0.4920560582196724,-1.3832003426632191
