grid_LightGBM,kde_LightGBM,grid_TCN_refined,kde_TCN_refined
-0.06454000290863529,4.048181867487945,0.0005467900000000053,2.399039391156609
-0.06390474996177144,4.106931702611934,0.00163776331658292,2.440002530859646
-0.06326949701490758,4.1645964241224425,0.0027287366331658347,2.4807156315705803
-0.06263424406804372,4.221131944939837,0.0038197099497487494,2.5211533964926756
-0.06199899112117986,4.276497066264028,0.004910683266331664,2.561290938331508
-0.06136373817431601,4.330653619230452,0.006001656582914579,2.6011038135870166
-0.060728485227452146,4.383566597261382,0.0070926298994974935,2.6405680554233046
-0.06009323228058829,4.435204278489031,0.008183603216080408,2.6796602050991014
-0.05945797933372443,4.485538337667889,0.009274576532663323,2.7183573419525846
-0.05882272638686058,4.534543947038404,0.010365549849246238,2.756637111944812
-0.058187473439996716,4.58219986565197,0.011456523165829152,2.7944777547761612
-0.05755222049313286,4.62848851671815,0.012547496482412067,2.831858129599943
-0.056916967546269,4.673396052588782,0.013638469798994982,2.8687577393665253
-0.05628171459940515,4.716912407049742,0.014729443115577896,2.905156753839834
-0.05564646165254129,4.7590313346494195,0.01582041643216081,2.9410360313360098
-0.05501120870567743,4.799750436853019,0.016911389748743726,2.9763771392410177
-0.05437595575881357,4.839071174873226,0.01800236306532664,3.011162373370242
-0.05374070281194972,4.87699886909025,0.019093336381909555,3.0453747762384134
-0.05310544986508586,4.913542685037426,0.02018430969849247,3.078998154312534
-0.052470196918222,4.948715605991796,0.021275283015075384,3.1120170943237637
-0.05183494397135814,4.982534392272466,0.0223662563316583,3.1444169787165155
-0.05119969102449429,5.015019527411999,0.023457229648241214,3.1761840003141404
-0.05056443807763043,5.046195151427954,0.02454820296482413,3.207305176280628
-0.04992918513076657,5.076088981481859,0.025639176281407043,3.2377683614567005
-0.04929393218390272,5.104732220271619,0.026730149597989958,3.2675622611464217
-0.04865867923703886,5.132159452559732,0.027821122914572873,3.2966764434271667
-0.048023426290175,5.158408530293669,0.028912096231155787,3.3251013510512997
-0.04738817334331115,5.183520446825991,0.030003069547738702,3.352828313002452
-0.04675292039644729,5.207539200789585,0.031094042864321617,3.3798495557626906
-0.04611766744958343,5.230511650228093,0.03218501618090453,3.406158214339311
-0.04548241450271957,5.252487357622199,0.033275989497487446,3.4317483430915403
-0.04484716155585572,5.273518426489315,0.03436696281407036,3.456614926387982
-0.04421190860899186,5.293659330266617,0.035457936130653275,3.4807538891155283
-0.043576655662128,5.3129667342156095,0.03654890944723619,3.5041621070495386
-0.04294140271526414,5.331499311109826,0.037639882763819105,3.526837417083533
-0.04230614976840029,5.349317551486166,0.03873085608040202,3.5487786273046336
-0.04167089682153643,5.366483569254397,0.039821829396984934,3.569985526888468
-0.04103564387467257,5.383060903468538,0.04091280271356785,3.5904588957744346
-0.04040039092780871,5.399114317068234,0.04200377603015076,3.6102005140692244
-0.03976513798094486,5.414709593397705,0.04309474934673368,3.629213171113412
-0.039129885034081,5.4299133313046415,0.04418572266331659,3.647500674132829
-0.038494632087217144,5.444792739611467,0.04527669597989951,3.6650678563835872
-0.03785937914035328,5.459415431736975,0.04636766929648242,3.6819205846869676
-0.03722412619348943,5.473849221227449,0.04745864261306534,3.698065766238257
-0.036588873246625575,5.48816191893344,0.04854961592964825,3.713511354561931
-0.035953620299761714,5.502421132541397,0.049640589246231166,3.728266354474684
-0.03531836735289785,5.516694069138728,0.05073156256281408,3.7423408259075877
-0.034683114406034,5.531047341456934,0.051822535879396996,3.75574588642946
-0.034047861459170145,5.5455467784002845,0.05291350919597991,3.768493712305351
-0.033412608512306284,5.56025724042786,0.054004482512562825,3.7805975379169166
-0.03277735556544243,5.575242440314436,0.05509545582914574,3.792071653365786
-0.03214210261857857,5.590564769771697,0.056186429145728654,3.8029314000764907
-0.031506849671714715,5.606285132365319,0.05727740246231157,3.813193164212578
-0.030871596724850854,5.622462783116564,0.058368375778894484,3.8228743677180788
-0.030236343777987,5.639155175129099,0.0594593490954774,3.831993456796617
-0.02960109083112314,5.656417813533577,0.06055032241206031,3.8405698876422405
-0.028965837884259285,5.674304116994163,0.06164129572864323,3.848624109239625
-0.028330584937395424,5.692865286973297,0.06273226904522614,3.85617754305647
-0.02769533199053157,5.712150184903867,0.06382324236180906,3.863252559458041
-0.02706007904366771,5.732205217371872,0.06491421567839196,3.8698724506825886
-0.026424826096803855,5.753074229368193,0.06600518899497489,3.876061400227014
-0.025789573149939994,5.774798405625306,0.06709616231155781,3.881844448504557
-0.02515432020307614,5.797416180014296,0.06818713562814072,3.8872474546504603
-0.02451906725621228,5.820963152939318,0.06927810894472362,3.8922970543673796
-0.023883814309348425,5.845472016631317,0.07036908226130655,3.8970206137198895
-0.02324856136248457,5.870972488210243,0.07146005557788947,3.9014461788065398
-0.02261330841562071,5.897491250355786,0.07255102889447237,3.905602421258512
-0.021978055468756856,5.925051899400491,0.07364200221105528,3.909518579536008
-0.021342802521892995,5.953674900636647,0.0747329755276382,3.913224396016823
-0.02070754957502914,5.9833775506092985,0.07582394884422113,3.9167500498960903
-0.02007229662816528,6.014173946152283,0.07691492216080403,3.92012608594175
-0.019437043681301426,6.046074959912488,0.07800589547738694,3.9233833391768274
-0.018801790734437565,6.079088222099361,0.07909686879396986,3.92655285558679
-0.01816653778757371,6.113218108192146,0.08018784211055278,3.929665808978149
-0.01753128484070985,6.148465732336325,0.08127881542713569,3.932753414142661
-0.016896031893845996,6.184828946163042,0.0823697887437186,3.9358468365100285
-0.016260778946982135,6.222302342770851,0.08346076206030152,3.9389770985004846
-0.01562552600011828,6.260877265617858,0.08455173537688444,3.9421749828170904
-0.01499027305325442,6.300541822083672,0.08564270869346735,3.9454709329455753
-0.014355020106390566,6.341280901474739,0.08673368201005026,3.94889495115712
-0.013719767159526705,6.383076197263042,0.08782465532663318,3.9524764943361848
-0.013084514212662851,6.425906233366615,0.0889156286432161,3.9562443679813954
-0.012449261265798997,6.4697463943005165,0.09000660195979901,3.960226618752091
-0.011814008318935136,6.514568959048611,0.09109757527638192,3.964450425956579
-0.011178755372071282,6.5603431385292055,0.09218854859296484,3.9689419923998392
-0.010543502425207421,6.607035116551142,0.09327952190954776,3.97372643502861
-0.009908249478343567,6.654608094180833,0.09437049522613067,3.978827675829862
-0.009272996531479706,6.7030223374647395,0.09546146854271358,3.984268333454842
-0.008637743584615852,6.752235228475438,0.0965524418592965,3.9900696160546554
-0.008002490637751991,6.802201319672597,0.09764341517587942,3.9962512158248544
-0.007367237690888137,6.852872391592147,0.09873438849246233,4.002831205765409
-0.006731984744024276,6.90419751389799,0.09982536180904523,4.0098259391686755
-0.006096731797160422,6.956123109849631,0.10091633512562816,4.0172499523514835
-0.005461478850296561,7.0085930242566645,0.10200730844221108,4.025115871148091
-0.004826225903432707,7.061548595006328,0.10309828175879399,4.03343432167837
-0.004190972956568846,7.114928728263122,0.1041892550753769,4.042213845900334
-0.003555720009704992,7.168669977449948,0.10528022839195982,4.051460822447635
-0.002920467062841138,7.222706626127744,0.10637120170854274,4.061179393241278
-0.002285214115977277,7.276970774895173,0.10746217502512564,4.071371396350205
-0.001649961169113423,7.331392432431628,0.10855314834170855,4.082036305557855
-0.001014708222249569,7.385899610805238,0.10964412165829147,4.093171177071145
-0.0003794552753857011,7.440418425162823,0.1107350949748744,4.104770603784786
0.0002557976714781529,7.494873197910912,0.1118260682914573,4.1168266774873565
0.0008910506183420069,7.549186567485785,0.11291704160804021,4.129328959366351
0.001526303565205861,7.603279601796268,0.11400801492462313,4.142264459137489
0.002161556512069729,7.65707191640576,0.11509898824120605,4.1556176230891815
0.002796809458933583,7.710481797499691,0.11618996155778896,4.169370331296255
